id;title;author;isbn;synopsis;shareable;book_cover
910;Notorious;Colas Meneer;458363250-9;ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
911;Flesh and Bone;Quintin Paradise;152727703-8;lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
912;187 (One Eight Seven);Cicily Androletti;891311835-1;nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
913;Blue Valentine;Frayda Kubista;730949386-9;at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
914;Forget Baghdad: Jews and Arabs - The Iraqi Connection;Lira Aberdalgy;275793621-2;consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
915;Funeral in Berlin;Blaine Ricarde;093935895-6;vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
916;"City of Your Final Destination; The";Griz Newbatt;592858756-2;erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
917;Bordertown;Bronny Abramowitch;781841249-2;accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
918;Thrashin';Katinka Marsie;434507085-6;nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
919;"Miracle Worker; The";Clarita Nolder;643550197-1;elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
920;"Hideous Sun Demon; The";Rube Bogue;916663822-4;rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
921;Mr. Klein (Monsieur Klein);Laurette Jiranek;749685897-8;primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
922;Dark Prince: The True Story of Dracula;Burty Bernardeau;557756965-6;eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
923;Inauguration of the Pleasure Dome;Sully Prangle;316973131-9;venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
924;"Child; The (L'enfant)";Monty Rowatt;290958221-3;curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
925;"Adjustment Bureau; The";Berkley McChesney;288383327-3;feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
926;Fulltime Killer (Chuen jik sat sau);Appolonia Janas;308850447-9;sit amet diam in magna bibendum imperdiet nullam orci pede;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
927;Motocrossed;Brandon Pople;324854310-8;lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
928;Second Wind (Le deuxième souffle) (Second Breath);Adriaens Penketh;087968279-5;montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
929;"Mickey; Donald; Goofy: The Three Musketeers";Nicol Saylor;161679052-0;lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
930;Garden State;Odessa Reddecliffe;665364917-2;ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
931;Tarzan Escapes;Bernhard Yukhnov;443235191-8;consequat ut nulla sed accumsan felis ut at dolor quis odio;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
932;Phat Beach;Anderson Blamire;579729536-9;sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
933;Coogan's Bluff;Nadeen Kolodziejski;641826950-0;ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
934;"Tribe; The (Plemya)";Salim Batter;705658335-0;amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
935;Shadows in Paradise (Varjoja paratiisissa);Isabeau Klezmski;710393863-6;ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
936;Jeopardy (a.k.a. A Woman in Jeopardy);Roldan Sawter;190797915-8;libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
937;"Cheyenne Social Club; The";Heywood O'Sherrin;451600582-4;pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
938;Eat a Bowl of Tea;Kerry Tomeo;823763166-8;augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
939;Farmer & Chase;Wesley Nyles;753894153-3;lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
940;Asfalto;Blinnie Downing;555898368-X;erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
941;At Home by Myself... with You;Joycelin Izkovitz;474489157-8;amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
942;The Devil and the Holy Water;Em Lardiner;584012227-0;interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
943;Mr. Vampire (Geung si sin sang);Otes Jagoe;975193238-6;curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
944;"Bridge; The (Die Brücke)";Nanice Sturdy;111065015-9;amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
945;Dersu Uzala;Dani Pouton;544645637-8;eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
946;Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?);Emmalee Horley;562300464-4;vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
947;Night Shift;Evelin Fasham;786666275-4;blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
948;Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night);Antonia Hilary;130575118-3;diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
949;Mustasukkaisuus;Mitchael Pellitt;378409197-0;morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
950;"Night of the Shooting Stars (Notte di San Lorenzo; La)";Marne Pleasants;241667711-X;aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
951;The Raid;Fulvia Gauche;365015069-7;at feugiat non pretium quis lectus suspendisse potenti in eleifend quam;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
952;"Misérables; Les";Lucine Connop;953396325-5;vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
953;Across to Singapore;Sarita Walaron;048796024-6;porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
954;"Burial Ground (a.k.a. Zombie Horror) (a.k.a. Zombie 3) (Notti del Terrore; Le)";Geoffry Wavish;492104580-1;aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
955;Into the Deep;Leanor Tortoise;164231013-1;vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
956;"French Minister; The (Quai d'Orsay)";Stewart Halsho;543603117-X;id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
957;Jennifer's Body;Paulie Carberry;503919819-1;habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
958;Sword of the Valiant;Sean Roll;193416772-X;accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
959;Yuki & Nina;Vida Rohfsen;995105594-X;morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
960;Last Stand At Saber River;Minny Etuck;046521074-0;eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
961;Any Day Now;Bab Balsellie;644263196-6;fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
962;"Set-Up; The";Ringo Conry;603673261-9;ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
963;"Men Who Tread on the Tiger's Tail; The (Tora no o wo fumu otokotachi)";Matt Desforges;079162287-8;nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
964;Koti-ikävä;Frasquito Domelaw;528986830-5;sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
965;Alice Adams;Killie Kalinke;387101128-2;consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
966;Hidden Agenda;Reba Parish;049263841-1;morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
967;Satan's Sword 3: The Final Chapter (Daibosatsu toge: Kanketsu-hen);Roxie Kingham;296841426-7;accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
968;Death of a Salesman;Roi Tilston;632994531-4;purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
969;"Human Condition III; The (Ningen no joken III)";Teodora McBrearty;323287238-7;id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
970;Waco: A New Revelation;Amby Zoppo;865060615-6;elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
971;"Aviator; The";Clovis Ciccotti;131882082-0;ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
